flight_id,box,grp,reg,model,type,callsign,minutes,km,agl_med,agl_min,gs_med,interior,bracketed,lon,lat,start_ap,end_ap,week,d_own
43c5ea:2026-06-08T15:02:14Z,LK_LakeDist,other,ZM416,AIRBUS A-400M,A400,FLTOT40,0.4,8.8,623,582,285.0,False,False,-3.0,54.25,EGVN,EGVN,2026-06-06,294.6
43c5ea:2026-06-08T15:02:14Z,LK_LakeDist,other,ZM416,AIRBUS A-400M,A400,FLTOT40,0.11,0.9,442,442,275.0,False,False,-2.95,54.45,EGVN,EGVN,2026-06-06,315.8
406d2d:2026-06-06T21:18:17Z,LK_LakeDist,rotorcraft,G-MCGI,SIKORSKY S-92 Helibus,S92,SRG912A,0.54,1.8,388,388,118.0,True,False,-2.95,54.2,EGNJ,EGNJ,2026-06-06,184.6
406d2d:2026-06-06T21:18:17Z,LK_LakeDist,rotorcraft,G-MCGI,SIKORSKY S-92 Helibus,S92,SRG912A,0.59,1.8,369,369,118.0,True,False,-3.0,54.25,EGNJ,EGNJ,2026-06-06,188.6
406d2d:2026-06-06T21:18:17Z,LK_LakeDist,rotorcraft,G-MCGI,SIKORSKY S-92 Helibus,S92,SRG912A,0.31,4.2,655,655,96.0,False,False,-3.075,54.2,EGNJ,EGNJ,2026-06-06,190.4
406de5:2026-06-06T14:51:50Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRG897,0.11,0.4,375,375,107.0,False,False,-3.35,54.45,,,2026-06-06,0.2
406de5:2026-06-06T12:37:06Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRG897,1.21,3.5,242,236,102.0,False,False,-3.438,54.475,,,2026-06-06,1.2
406de5:2026-06-06T11:48:58Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRG897,1.12,4.3,240,240,118.0,False,False,-3.45,54.46,,,2026-06-06,1.9
406de5:2026-06-06T11:03:18Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRG897,0.47,1.3,516,516,88.0,False,False,-3.3,54.45,,,2026-06-06,0.6
480891:2026-06-18T13:53:11Z,LK_LakeDist,rotorcraft,Q-48,MCDONNELL DOUGLAS AH-64 Apache,H64,APACHE3,0.68,2.3,405,365,111.0,False,False,-3.433,54.45,,,2026-06-13,1.4
400e8e:2026-06-18T11:52:00Z,LK_LakeDist,mil_state,G-BYWK,GROB G-115,G115,UAM03,0.11,0.5,688,688,129.0,True,False,-3.0,54.25,EGOW,EGOW,2026-06-13,75.4
43c5ec:2026-06-17T15:43:18Z,LK_LakeDist,other,ZM418,AIRBUS A-400M,A400,COM453,0.62,5.4,483,483,282.0,False,False,-3.03,54.22,EGDM,EGVN,2026-06-13,293.1
4057c3:2026-06-17T12:52:37Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,0.72,2.0,658,658,88.0,True,False,-3.05,54.2,EGNH,EGCB,2026-06-13,52.0
4057c3:2026-06-17T12:52:37Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,0.96,2.5,501,501,83.0,True,False,-3.1,54.2,EGNH,EGCB,2026-06-13,51.2
4057c3:2026-06-17T12:52:37Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,0.54,1.4,656,656,92.0,True,False,-3.15,54.2,EGNH,EGCB,2026-06-13,48.4
4057c3:2026-06-17T12:52:37Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,0.2,0.6,599,599,107.0,True,False,-3.05,54.2,EGNH,EGCB,2026-06-13,51.5
4057c3:2026-06-17T12:52:37Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,1.06,2.9,586,586,106.0,True,False,-2.9,54.25,EGNH,EGCB,2026-06-13,56.8
4057c3:2026-06-17T12:52:37Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,0.73,2.0,652,631,90.0,True,False,-3.15,54.2,EGNH,EGCB,2026-06-13,48.2
4057c3:2026-06-17T12:52:37Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,0.14,12.6,622,592,90.0,True,False,-3.4,54.25,EGNH,EGCB,2026-06-13,59.3
4057c3:2026-06-17T12:52:37Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,0.69,2.2,619,619,90.0,True,False,-3.4,54.3,EGNH,EGCB,2026-06-13,63.7
4057c3:2026-06-17T12:52:37Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,0.55,1.7,514,455,88.0,True,False,-3.4,54.35,EGNH,EGCB,2026-06-13,69.4
4057c3:2026-06-17T12:52:37Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,1.81,6.0,617,617,103.0,True,False,-3.5,54.417,EGNH,EGCB,2026-06-13,78.6
43c8ca:2026-06-17T12:26:46Z,LK_LakeDist,mil_state,ZM323,BEECHCRAFT T-6 Texan 2,TEX2,VYT99,0.59,4.6,434,374,257.0,False,False,-3.0,54.233,EGOV,EGOV,2026-06-13,151.1
43c8d2:2026-06-16T14:37:02Z,LK_LakeDist,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT79,0.07,0.6,695,695,251.0,False,False,-3.0,54.2,EGOV,EGOV,2026-06-13,151.3
43c922:2026-06-16T14:33:37Z,LK_LakeDist,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,VYT75,0.41,3.2,640,640,262.0,False,False,-3.0,54.25,EGOV,EGOV,2026-06-13,153.5
43c922:2026-06-16T14:33:37Z,LK_LakeDist,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,VYT75,1.55,12.2,474,313,262.0,False,False,-2.95,54.456,EGOV,EGOV,2026-06-13,172.9
480440:2026-06-15T13:50:29Z,LK_LakeDist,rotorcraft,D-479,BOEING-VERTOL CH-47 Chinook,H47,NAF298B,0.31,1.1,236,236,121.0,False,False,-2.35,54.85,,,2026-06-13,0.6
480440:2026-06-15T13:50:29Z,LK_LakeDist,rotorcraft,D-479,BOEING-VERTOL CH-47 Chinook,H47,NAF298B,0.42,1.4,130,130,110.0,True,False,-2.35,54.85,,,2026-06-13,1.1
480440:2026-06-15T13:50:29Z,LK_LakeDist,rotorcraft,D-479,BOEING-VERTOL CH-47 Chinook,H47,NAF298B,1.04,3.0,107,97,107.0,False,False,-2.35,54.85,,,2026-06-13,1.5
407ee4:2026-06-15T10:51:08Z,LK_LakeDist,rotorcraft,G-TJPK,AGUSTA AW-109 Grand,A109,GTJPK,1.39,6.5,659,601,145.0,False,False,-2.725,54.425,,,2026-06-13,87.0
407d99:2026-06-15T09:02:18Z,LK_LakeDist,rotorcraft,G-JFPG,AGUSTA AW-109 Grand,A109,GJFPG,0.63,3.0,682,682,154.0,True,True,-2.4,54.35,,EGBK,2026-06-13,54.3
407e39:2026-06-13T14:58:16Z,LK_LakeDist,rotorcraft,G-NADE,BELL 505 JetRanger X,B505,GNADE,0.48,1.5,556,556,98.0,False,False,-3.1,54.45,,EGCB,2026-06-13,2.4
406de5:2026-07-03T14:57:19Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,1.85,3.0,263,215,123.0,True,False,-3.331,54.45,,,2026-06-27,9.2
406de5:2026-07-03T14:57:19Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,1.74,6.7,612,173,66.0,False,False,-3.4,54.467,,,2026-06-27,5.3
43c8d8:2026-07-03T12:19:59Z,LK_LakeDist,mil_state,ZM337,EMBRAER EMB-500 Phenom 100,E50P,CWL50,0.11,0.6,470,470,200.0,False,False,-3.0,54.25,EGYD,EGYD,2026-06-27,211.6
43c8d8:2026-07-03T12:19:59Z,LK_LakeDist,mil_state,ZM337,EMBRAER EMB-500 Phenom 100,E50P,CWL50,1.0,6.7,452,452,208.0,False,False,-2.95,54.48,EGYD,EGYD,2026-06-27,228.5
40820a:2026-07-03T10:53:55Z,LK_LakeDist,rotorcraft,G-KLCK,AEROSPATIALE AS-350 Ecureuil,AS50,OOK03,0.42,1.5,392,392,90.0,True,False,-3.2,54.3,,EGNH,2026-06-27,15.1
43c8d4:2026-07-03T10:20:35Z,LK_LakeDist,mil_state,ZM333,EMBRAER EMB-500 Phenom 100,E50P,CWL52,0.12,0.8,631,631,223.0,False,False,-2.95,54.25,EGYD,EGYD,2026-06-27,211.2
43c8d4:2026-07-03T10:20:35Z,LK_LakeDist,mil_state,ZM333,EMBRAER EMB-500 Phenom 100,E50P,CWL52,0.28,2.0,611,562,233.0,False,False,-2.95,54.45,EGYD,EGYD,2026-06-27,224.5
43c8d4:2026-07-03T10:20:35Z,LK_LakeDist,mil_state,ZM333,EMBRAER EMB-500 Phenom 100,E50P,CWL52,0.48,3.6,644,614,233.0,False,False,-2.95,54.525,EGYD,EGYD,2026-06-27,232.7
43c8e8:2026-07-03T09:06:12Z,LK_LakeDist,rotorcraft,ZM514,AIRBUS HELICOPTERS EC-135/635,EC35,SYS124,0.13,0.4,575,575,81.0,False,False,-3.0,54.25,EGOS,,2026-06-27,0.2
48084a:2026-07-03T08:13:42Z,LK_LakeDist,rotorcraft,D-473,BOEING-VERTOL CH-47 Chinook,H47,NAF298B,0.92,4.2,285,217,143.0,False,False,-2.367,54.8,,EHGR,2026-06-27,1.9
480447:2026-07-03T08:13:41Z,LK_LakeDist,rotorcraft,D-601,BOEING-VERTOL CH-47 Chinook,H47,GRZLY91,1.16,5.2,694,199,151.0,False,False,-2.375,54.8,,EHGR,2026-06-27,1.9
406de5:2026-07-02T15:35:05Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,5.1,11.1,566,179,64.0,False,False,-3.15,54.342,,,2026-06-27,1.6
406de5:2026-07-02T15:35:05Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,1.53,4.2,471,384,97.0,True,False,-3.142,54.342,,,2026-06-27,1.6
43c8c8:2026-07-02T10:27:38Z,LK_LakeDist,mil_state,ZM321,GROB G-120TP,G12T,PRF59,2.09,12.2,616,500,192.0,False,True,-2.945,54.459,,EGNV,2026-06-27,97.4
43c8c1:2026-07-02T09:04:20Z,LK_LakeDist,mil_state,ZM314,GROB G-120TP,G12T,PRF86,0.16,0.9,534,534,177.0,False,False,-2.95,54.45,EGYD,EGNV,2026-06-27,97.5
43c8c1:2026-07-02T09:04:20Z,LK_LakeDist,mil_state,ZM314,GROB G-120TP,G12T,PRF86,1.06,5.6,606,472,196.0,False,False,-2.95,54.508,EGYD,EGNV,2026-06-27,98.2
43c8d8:2026-07-01T14:37:31Z,LK_LakeDist,mil_state,ZM337,EMBRAER EMB-500 Phenom 100,E50P,CWL33,0.14,0.9,567,567,210.0,False,False,-2.65,54.2,EGYD,EGYD,2026-06-27,191.9
43c8d8:2026-07-01T14:37:31Z,LK_LakeDist,mil_state,ZM337,EMBRAER EMB-500 Phenom 100,E50P,CWL33,0.62,4.0,592,519,207.0,True,False,-2.925,54.25,EGYD,EGYD,2026-06-27,209.7
43c8d8:2026-07-01T14:37:31Z,LK_LakeDist,mil_state,ZM337,EMBRAER EMB-500 Phenom 100,E50P,CWL33,1.09,7.4,467,319,204.0,False,False,-2.95,54.464,EGYD,EGYD,2026-06-27,227.0
406f12:2026-07-01T11:15:52Z,LK_LakeDist,rotorcraft,G-LINZ,ROBINSON R-44 Raven,R44,GLINZ,0.71,2.3,580,580,104.0,False,False,-2.35,54.85,EGPG,,2026-06-27,59.3
406de5:2026-06-30T12:47:50Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,6.81,11.6,274,-3,112.0,True,False,-3.033,54.5,,,2026-06-27,8.4
406de5:2026-06-30T12:47:50Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,11.88,16.5,148,-80,112.0,True,False,-3.033,54.5,,,2026-06-27,8.3
406de5:2026-06-30T12:47:50Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,5.33,3.9,81,43,112.0,True,False,-3.042,54.5,,,2026-06-27,7.1
40108e:2026-06-29T12:08:46Z,LK_LakeDist,rotorcraft,G-NESH,ROBINSON R-44 Raven,R44,GNESH,0.6,1.6,658,648,97.0,False,False,-3.0,54.2,EGNH,EGNH,2026-06-27,51.9
40108e:2026-06-29T12:08:46Z,LK_LakeDist,rotorcraft,G-NESH,ROBINSON R-44 Raven,R44,GNESH,2.0,6.2,601,511,85.0,True,False,-3.125,54.2,EGNH,EGNH,2026-06-27,49.3
400eec:2026-06-29T11:49:03Z,LK_LakeDist,mil_state,G-BYVO,GROB G-115,G115,UAQ04,0.35,1.2,631,627,106.0,True,False,-2.95,54.25,EGXE,EGXE,2026-06-27,91.0
400eec:2026-06-29T11:49:03Z,LK_LakeDist,mil_state,G-BYVO,GROB G-115,G115,UAQ04,2.75,10.8,605,457,118.0,False,False,-2.95,54.471,EGXE,EGXE,2026-06-27,92.7
406de5:2026-06-29T11:01:09Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,2.88,6.1,292,153,77.0,True,False,-3.045,54.5,,,2026-06-27,7.8
406de5:2026-06-29T11:01:09Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,0.16,0.4,500,500,83.0,True,False,-3.0,54.5,,,2026-06-27,4.7
4078b9:2026-06-29T09:44:53Z,LK_LakeDist,civ_ga,G-SHMB,LET L-39 Albatros,L39,GSHMB,0.39,3.1,657,531,250.0,True,False,-3.475,54.45,EGNH,EGNH,2026-06-27,83.4
4078b9:2026-06-29T09:44:53Z,LK_LakeDist,civ_ga,G-SHMB,LET L-39 Albatros,L39,GSHMB,0.53,15.3,500,385,272.0,False,False,-3.4,54.275,EGNH,EGNH,2026-06-27,61.8
43c8e5:2026-06-29T08:54:53Z,LK_LakeDist,rotorcraft,ZM511,AIRBUS HELICOPTERS EC-135/635,EC35,SYS88,0.02,0.1,189,189,89.0,False,False,-2.95,54.25,EGOS,,2026-06-27,0.0
401141:2026-06-27T16:40:47Z,LK_LakeDist,rotorcraft,G-NHAE,AEROSPATIALE AS-365 Dauphin 2,AS65,GNHAE,0.19,0.9,598,375,129.0,False,False,-3.05,54.55,,,2026-06-27,1.6
406de5:2026-06-27T12:49:29Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,4.37,22.2,487,362,107.0,True,True,-3.633,54.267,,,2026-06-27,56.0
406de5:2026-06-27T12:49:29Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,5.69,1.8,149,0,107.0,True,True,-3.222,54.35,,,2026-06-27,27.8
406de5:2026-06-27T12:49:29Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,0.21,0.7,443,443,129.0,True,True,-3.1,54.4,,,2026-06-27,18.5
406de5:2026-06-27T12:49:29Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,2.65,8.6,466,308,129.0,False,False,-2.986,54.493,,,2026-06-27,6.6
400ce3:2026-07-17T17:10:39Z,LK_LakeDist,rotorcraft,G-ROMT,ROBINSON R-44 Raven,R44,GROMT,0.32,0.9,668,668,98.0,False,False,-3.0,54.25,,,2026-07-11,0.5
401141:2026-07-17T16:37:21Z,LK_LakeDist,rotorcraft,G-NHAE,AEROSPATIALE AS-365 Dauphin 2,AS65,HM58,0.53,3.3,506,431,164.0,False,False,-2.35,54.75,,,2026-07-11,5.5
407481:2026-07-17T16:02:04Z,LK_LakeDist,civ_ga,G-CKTE,AEROPRO Eurofox,EFOX,GCKTE,0.29,0.6,530,530,81.0,True,True,-3.2,54.3,,,2026-07-11,15.7
43c8d8:2026-07-17T14:22:57Z,LK_LakeDist,mil_state,ZM337,EMBRAER EMB-500 Phenom 100,E50P,CWL48,0.39,2.7,538,504,231.0,False,False,-2.967,54.217,EGYD,EGYD,2026-07-11,210.3
43c8d8:2026-07-17T14:22:57Z,LK_LakeDist,mil_state,ZM337,EMBRAER EMB-500 Phenom 100,E50P,CWL48,0.96,6.4,657,570,231.0,False,False,-2.95,54.5,EGYD,EGYD,2026-07-11,230.7
43c5e7:2026-07-17T08:13:53Z,LK_LakeDist,other,ZM413,AIRBUS A-400M,A400,ASLAN76,1.14,9.4,349,232,267.0,True,True,-2.95,54.475,EGVN,EGVN,2026-07-11,318.4
43c5e7:2026-07-17T08:13:53Z,LK_LakeDist,other,ZM413,AIRBUS A-400M,A400,ASLAN76,0.24,2.0,593,462,280.0,True,True,-3.325,54.4,EGVN,EGVN,2026-07-11,318.7
43c5e7:2026-07-17T08:13:53Z,LK_LakeDist,other,ZM413,AIRBUS A-400M,A400,ASLAN76,0.45,3.9,400,365,276.0,True,True,-3.217,54.433,EGVN,EGVN,2026-07-11,318.7
43c5e7:2026-07-17T08:13:53Z,LK_LakeDist,other,ZM413,AIRBUS A-400M,A400,ASLAN76,0.38,3.3,622,622,278.0,False,True,-3.05,54.2,EGVN,EGVN,2026-07-11,293.4
400eb0:2026-07-16T13:27:27Z,LK_LakeDist,mil_state,G-BYXT,GROB G-115,G115,UAM05,0.57,2.1,481,451,112.0,False,False,-2.95,54.25,EGOW,EGOW,2026-07-11,76.6
400eb0:2026-07-16T13:27:27Z,LK_LakeDist,mil_state,G-BYXT,GROB G-115,G115,UAM05,0.8,3.0,441,337,129.0,True,False,-2.95,54.45,EGOW,EGOW,2026-07-11,100.1
400eb0:2026-07-16T13:27:27Z,LK_LakeDist,mil_state,G-BYXT,GROB G-115,G115,UAM05,1.86,6.4,557,499,129.0,True,False,-2.95,54.517,EGOW,EGOW,2026-07-11,106.9
400ed9:2026-07-16T08:58:44Z,LK_LakeDist,mil_state,G-BYUV,GROB G-115,G115,UAM05,0.76,2.9,499,499,135.0,False,False,-2.95,54.45,EGOW,EGOW,2026-07-11,99.4
43c924:2026-07-15T14:46:36Z,LK_LakeDist,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,VYT79,0.74,5.5,436,276,250.0,False,False,-2.95,54.443,EGOV,EGOV,2026-07-11,171.3
43c924:2026-07-15T14:46:36Z,LK_LakeDist,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,VYT79,0.15,1.2,403,403,250.0,False,False,-3.05,54.5,EGOV,EGOV,2026-07-11,170.3
43c8cb:2026-07-15T14:03:58Z,LK_LakeDist,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,1.24,9.6,522,440,127.0,False,False,-3.225,54.317,EGOV,,2026-07-11,149.3
43c8cb:2026-07-15T14:03:58Z,LK_LakeDist,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.37,2.9,445,445,254.0,False,False,-3.3,54.4,EGOV,,2026-07-11,156.4
ae54d7:2026-07-15T11:17:10Z,LK_LakeDist,other,13-5776,Lockheed Martin MC-130J Commando II,C30J,,1.14,11.4,552,422,257.0,True,False,-2.788,54.413,EGUN,EGUN,2026-07-11,315.5
ae54d7:2026-07-15T11:17:10Z,LK_LakeDist,other,13-5776,Lockheed Martin MC-130J Commando II,C30J,,0.62,4.4,522,470,235.0,True,False,-3.4,54.433,EGUN,EGUN,2026-07-11,346.3
ae54d7:2026-07-15T11:17:10Z,LK_LakeDist,other,13-5776,Lockheed Martin MC-130J Commando II,C30J,,0.88,6.5,429,429,236.0,True,False,-3.22,54.34,EGUN,EGUN,2026-07-11,330.1
ae54d7:2026-07-15T11:17:10Z,LK_LakeDist,other,13-5776,Lockheed Martin MC-130J Commando II,C30J,,1.22,8.7,594,512,238.0,False,False,-3.1,54.217,EGUN,EGUN,2026-07-11,315.4
406f12:2026-07-15T09:41:53Z,LK_LakeDist,rotorcraft,G-LINZ,ROBINSON R-44 Raven,R44,GLINZ,0.72,1.8,299,299,92.0,False,False,-2.35,54.85,EGPT,,2026-07-11,56.2
406ded:2026-07-15T09:41:33Z,LK_LakeDist,rotorcraft,G-MCGX,AGUSTA AW-189,A189,SRG897,0.37,1.0,656,564,153.0,False,False,-3.25,54.45,,,2026-07-11,0.4
43c5e1:2026-07-14T17:29:51Z,LK_LakeDist,other,ZM407,AIRBUS A-400M,A400,FLTOT41,1.08,9.2,470,345,266.0,False,False,-2.95,54.489,EGVN,EGVN,2026-07-11,319.3
401141:2026-07-14T13:49:08Z,LK_LakeDist,rotorcraft,G-NHAE,AEROSPATIALE AS-365 Dauphin 2,AS65,GNHAE,0.73,1.6,392,287,97.0,False,False,-2.95,54.5,,,2026-07-11,1.6
401141:2026-07-14T13:49:08Z,LK_LakeDist,rotorcraft,G-NHAE,AEROSPATIALE AS-365 Dauphin 2,AS65,GNHAE,1.18,3.9,185,163,110.0,False,False,-2.95,54.5,,,2026-07-11,0.9
43c8d0:2026-07-14T12:06:23Z,LK_LakeDist,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT96,1.12,7.6,469,433,246.0,False,False,-3.017,54.25,EGOV,EGOV,2026-07-11,153.4
43c5e3:2026-07-14T08:59:05Z,LK_LakeDist,other,ZM409,AIRBUS A-400M,A400,JIGSAW95,0.1,0.8,597,597,268.0,False,True,-3.0,54.25,EGVN,EGVN,2026-07-11,296.7
43c5e3:2026-07-14T08:59:05Z,LK_LakeDist,other,ZM409,AIRBUS A-400M,A400,JIGSAW95,0.18,1.5,690,690,178.0,True,True,-3.5,54.675,EGVN,EGVN,2026-07-11,350.8
406ded:2026-07-14T08:13:19Z,LK_LakeDist,rotorcraft,G-MCGX,AGUSTA AW-189,A189,SRG897,1.27,2.2,522,351,153.0,True,True,-3.25,54.45,,,2026-07-11,33.3
406ded:2026-07-14T08:13:19Z,LK_LakeDist,rotorcraft,G-MCGX,AGUSTA AW-189,A189,SRG897,0.23,0.7,661,661,101.0,True,True,-3.3,54.4,,,2026-07-11,34.9
43c924:2026-07-13T14:55:36Z,LK_LakeDist,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,VYT69,0.96,7.3,324,168,246.0,False,False,-2.95,54.47,EGOV,EGOV,2026-07-11,172.4
400d11:2026-07-13T11:52:21Z,LK_LakeDist,rotorcraft,G-NICI,ROBINSON R-44 Raven,R44,PIPE86,0.8,2.7,583,583,99.0,True,False,-2.95,54.2,EGNH,EGNH,2026-07-11,51.7
400d11:2026-07-13T11:52:21Z,LK_LakeDist,rotorcraft,G-NICI,ROBINSON R-44 Raven,R44,PIPE86,0.31,1.0,659,659,112.0,True,False,-3.1,54.2,EGNH,EGNH,2026-07-11,51.2
400d11:2026-07-13T11:52:21Z,LK_LakeDist,rotorcraft,G-NICI,ROBINSON R-44 Raven,R44,PIPE86,1.85,5.9,643,571,93.0,True,False,-3.138,54.2,EGNH,EGNH,2026-07-11,49.0
400d11:2026-07-13T11:52:21Z,LK_LakeDist,rotorcraft,G-NICI,ROBINSON R-44 Raven,R44,PIPE86,4.58,20.7,679,518,93.0,True,False,-3.4,54.29,EGNH,EGNH,2026-07-11,63.9
400d11:2026-07-13T11:52:21Z,LK_LakeDist,rotorcraft,G-NICI,ROBINSON R-44 Raven,R44,PIPE86,0.43,1.2,532,532,93.0,True,False,-3.5,54.4,EGNH,EGNH,2026-07-11,77.8
406ded:2026-07-12T17:28:55Z,LK_LakeDist,rotorcraft,G-MCGX,AGUSTA AW-189,A189,SRG897,2.22,2.9,678,290,133.0,False,False,-3.493,54.4,,,2026-07-11,0.3
406ded:2026-07-11T09:58:12Z,LK_LakeDist,rotorcraft,G-MCGX,AGUSTA AW-189,A189,SRD897,0.54,1.6,696,641,99.0,False,False,-3.0,54.5,,,2026-07-11,0.7
406ded:2026-07-11T09:58:12Z,LK_LakeDist,rotorcraft,G-MCGX,AGUSTA AW-189,A189,SRD897,0.21,0.5,415,415,86.0,True,False,-3.05,54.45,,,2026-07-11,2.6
43c8b8:2026-07-29T13:40:28Z,LK_LakeDist,mil_state,ZM305,GROB G-120TP,G12T,WRBYS2,1.6,9.4,624,530,180.0,False,False,-2.95,54.488,,,2026-07-25,31.3
43c8c4:2026-07-29T13:22:16Z,LK_LakeDist,mil_state,ZM317,GROB G-120TP,G12T,WRBYS1,0.69,10.5,596,564,191.0,True,False,-3.0,54.25,EGNH,EGYD,2026-07-25,54.9
43c8c4:2026-07-29T13:22:16Z,LK_LakeDist,mil_state,ZM317,GROB G-120TP,G12T,WRBYS1,1.89,11.0,501,465,189.0,False,False,-2.95,54.494,EGNH,EGYD,2026-07-25,83.1
407d99:2026-07-29T11:14:11Z,LK_LakeDist,rotorcraft,G-JFPG,AGUSTA AW-109 Grand,A109,EDY06,0.65,2.9,673,556,126.0,True,False,-2.75,54.4,EGPF,EGGD,2026-07-25,194.3
406f12:2026-07-29T10:55:53Z,LK_LakeDist,rotorcraft,G-LINZ,ROBINSON R-44 Raven,R44,GLINZ,0.59,6.8,589,444,89.0,False,False,-2.7,54.2,,EGCB,2026-07-25,83.9
4057c3:2026-07-28T11:55:45Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,0.88,3.9,561,495,128.0,False,False,-3.15,54.2,EGNH,EGNL,2026-07-25,8.9
406f12:2026-07-27T11:12:39Z,LK_LakeDist,rotorcraft,G-LINZ,ROBINSON R-44 Raven,R44,GLINZ,0.74,2.1,371,371,86.0,False,False,-2.35,54.85,EGNY,EGPT,2026-07-25,168.4
4077c8:2025-05-27T20:05:00Z,SC_Highlands,rotorcraft,G-ISAS,AIRBUS HELICOPTERS EC-145,EC45,HLE02,4.72,18.3,525,370,109.0,True,False,-4.339,57.339,,EGEG,2025-05-24,19.2
406de7:2025-05-25T13:54:21Z,SC_Highlands,rotorcraft,G-MCGR,AGUSTA AW-189,A189,SRD151,0.63,1.4,679,624,85.0,True,False,-4.35,57.35,,EGPE,2025-05-24,16.7
4077c8:2025-05-24T12:46:52Z,SC_Highlands,rotorcraft,G-ISAS,AIRBUS HELICOPTERS EC-145,EC45,HLE02,0.49,5.1,605,605,145.0,False,False,-4.3,57.4,,,2025-05-24,1.1
406de7:2025-05-24T09:42:37Z,SC_Highlands,rotorcraft,G-MCGR,AGUSTA AW-189,A189,SRD151,0.55,2.1,572,572,121.0,True,False,-4.275,57.4,,,2025-05-24,12.2
406de7:2025-05-24T09:42:37Z,SC_Highlands,rotorcraft,G-MCGR,AGUSTA AW-189,A189,SRD151,3.17,13.7,640,487,140.0,True,False,-4.1,57.35,,,2025-05-24,16.2
406de7:2025-05-24T09:42:37Z,SC_Highlands,rotorcraft,G-MCGR,AGUSTA AW-189,A189,SRD151,1.17,5.3,456,456,137.0,True,False,-3.9,57.3,,,2025-05-24,21.4
406dea:2025-06-20T15:23:29Z,SC_Highlands,rotorcraft,G-MCGU,AGUSTA AW-189,A189,SRG199,3.0,17.6,536,536,,False,False,-4.3,56.3,EGPK,,2025-06-14,93.3
40682b:2025-06-20T14:51:39Z,SC_Highlands,rotorcraft,G-PSCA,AIRBUS HELICOPTERS EC-135/635,EC35,HLE76,0.65,2.2,524,524,106.0,True,True,-3.95,56.4,,,2025-06-14,32.9
40682b:2025-06-20T14:51:39Z,SC_Highlands,rotorcraft,G-PSCA,AIRBUS HELICOPTERS EC-135/635,EC35,HLE76,0.42,1.5,506,506,108.0,True,True,-4.05,56.45,,,2025-06-14,37.3
406de7:2025-06-20T13:46:54Z,SC_Highlands,rotorcraft,G-MCGR,AGUSTA AW-189,A189,SRD151,1.11,4.0,357,329,112.0,False,False,-3.933,57.35,,,2025-06-14,1.5
