flight_id,area,day,reg,type,callsign,dur_s,mean_qnh_ft,band_ft,sq7000_frac
4cae08:2026-03-07T10:26:09Z,devon,2026-03-07,EI-BUF,C210,EIBUF,157.1,9346.0,0.0,0.0
45214a:2026-03-07T06:25:26Z,devon,2026-03-07,LZ-LUX,PRM1,PJJ311A,174.1,34335.5,75.0,0.0
402e21:2026-03-21T16:42:11Z,devon,2026-03-21,G-EGTB,P28A,GEGTB,125.6,3238.2,100.0,0.0
404950:2026-03-21T16:20:15Z,devon,2026-03-21,G-CCEF,EUPA,GCCEF,379.7,3304.7,150.0,1.0
a88c15:2026-03-21T16:14:22Z,devon,2026-03-21,N65TL,S22T,N65TL,339.9,4036.0,125.0,0.4
40710f:2026-03-21T15:26:47Z,devon,2026-03-21,G-SAJM,DA42,SFY2JM,152.8,3421.8,100.0,0.19
40710f:2026-03-21T15:26:47Z,devon,2026-03-21,G-SAJM,DA42,SFY2JM,148.8,2271.9,100.0,0.0
405b26:2026-03-21T14:32:18Z,devon,2026-03-21,G-DADZ,CRUZ,GDADZ,273.4,3772.0,125.0,0.49
405b26:2026-03-21T14:32:18Z,devon,2026-03-21,G-DADZ,CRUZ,GDADZ,192.5,4084.4,150.0,1.0
404950:2026-03-21T13:35:46Z,devon,2026-03-21,G-CCEF,EUPA,GCCEF,188.9,2799.6,125.0,0.0
402620:2026-03-21T13:00:24Z,devon,2026-03-21,G-AMUI,AIGT,7000,232.4,1967.7,75.0,0.0
402620:2026-03-21T13:00:24Z,devon,2026-03-21,G-AMUI,AIGT,7000,161.7,1578.3,25.0,0.0
402e21:2026-03-21T12:46:32Z,devon,2026-03-21,G-EGTB,P28A,GEGTB,120.1,3437.5,100.0,0.0
402e21:2026-03-21T12:46:32Z,devon,2026-03-21,G-EGTB,P28A,GEGTB,122.7,3101.4,100.0,0.0
402e21:2026-03-21T12:46:32Z,devon,2026-03-21,G-EGTB,P28A,GEGTB,336.9,2292.2,100.0,0.0
401e94:2026-03-21T10:24:23Z,devon,2026-03-21,G-BHUG,C172,GBHUG,426.1,3652.1,75.0,0.52
407937:2026-03-21T10:10:17Z,devon,2026-03-21,G-LHXB,DA42,AFZ35Y,127.8,2193.9,75.0,0.0
404c48:2026-03-21T09:19:13Z,devon,2026-03-21,G-CCYS,C182,GCCYS,174.1,4464.8,125.0,0.0
45da05:2026-03-21T09:00:33Z,devon,2026-03-21,OY-VPE,P68,BIO05,134.9,3011.8,0.0,0.0
4076c0:2026-03-21T08:32:33Z,devon,2026-03-21,G-RVBP,RV7,GRVBP,453.7,5309.2,0.0,0.0
404328:2026-03-21T08:29:38Z,devon,2026-03-21,G-EGLS,P28A,GEGLS,401.6,6211.0,0.0,0.0
401e04:2026-03-28T14:35:14Z,devon,2026-03-28,G-BGYH,P28A,GBGYH,125.2,2456.2,100.0,0.0
408323:2026-03-28T13:27:42Z,devon,2026-03-28,G-IPDP,PC12,GIPDP,197.5,28499.3,0.0,0.0
408302:2026-03-28T10:27:30Z,devon,2026-03-28,G-CNAG,SIRA,GCNAG,158.5,3530.1,100.0,0.0
408254:2026-04-11T12:20:08Z,devon,2026-04-11,G-RGAH,DA40,LDG33,175.8,4026.1,100.0,0.0
407539:2026-04-11T09:54:21Z,devon,2026-04-11,G-PKHA,PC12,GPKHA,296.4,27843.8,0.0,0.0
49d62c:2026-04-15T11:40:31Z,devon,2026-04-15,OK-PHP,E55P,AAN171,145.3,42975.7,0.0,0.0
400f18:2026-04-22T16:30:14Z,devon,2026-04-22,G-RASA,DA42,AOS15,190.1,2264.0,125.0,0.0
407937:2026-04-22T16:02:51Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,376.2,4031.3,150.0,0.0
407937:2026-04-22T16:02:51Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,212.2,4549.1,150.0,0.0
407937:2026-04-22T16:02:51Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,237.0,4525.9,150.0,0.0
407937:2026-04-22T16:02:51Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,494.4,5274.9,75.0,0.0
407937:2026-04-22T16:02:51Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,199.1,2185.3,75.0,0.0
407937:2026-04-22T16:02:51Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,150.0,3407.3,100.0,0.0
407937:2026-04-22T16:02:51Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,190.2,2171.5,100.0,0.0
407937:2026-04-22T14:31:27Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,167.8,2204.3,125.0,0.0
407937:2026-04-22T11:05:12Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,135.4,2221.5,125.0,0.0
407937:2026-04-22T11:05:12Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,264.4,4036.7,150.0,0.0
407937:2026-04-22T11:05:12Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,202.9,3533.3,125.0,0.0
40710f:2026-04-22T09:18:43Z,devon,2026-04-22,G-SAJM,DA42,SFY2JM,977.4,5275.6,100.0,0.0
40710f:2026-04-22T09:18:43Z,devon,2026-04-22,G-SAJM,DA42,SFY2JM,155.9,2175.6,125.0,0.34
407937:2026-04-22T09:13:12Z,devon,2026-04-22,G-LHXB,DA42,AFZ35Y,171.7,2185.0,150.0,0.0
4cac5e:2026-05-03T13:27:53Z,devon,2026-05-03,EJ-VAIS,PC12,EIX09D,215.4,25889.6,0.0,0.0
407e1c:2026-05-03T11:17:08Z,devon,2026-05-03,G-GIMT,DA62,GGIMT,138.5,5151.0,75.0,1.0
407997:2026-05-03T08:35:36Z,devon,2026-05-03,G-LHXC,DA42,LDG23,261.8,4938.4,150.0,0.0
4017fe:2026-05-09T13:12:07Z,devon,2026-05-09,G-AXCG,D11,GAXCG,144.3,3178.5,75.0,0.0
4016db:2026-05-09T12:18:20Z,devon,2026-05-09,G-AVGZ,DR10,GAVGZ,186.9,2052.7,125.0,0.0
4016db:2026-05-09T12:18:20Z,devon,2026-05-09,G-AVGZ,DR10,GAVGZ,373.5,2156.2,75.0,0.03
403cba:2026-05-09T12:06:14Z,devon,2026-05-09,G-BWYD,EUPA,GBWYD,242.6,2976.5,100.0,1.0
4075b7:2026-05-09T10:16:39Z,devon,2026-05-09,G-XIVA,RV14,GXIVA,241.7,2472.3,100.0,1.0
4075b7:2026-05-09T10:16:39Z,devon,2026-05-09,G-XIVA,RV14,GXIVA,182.0,2205.3,125.0,1.0
4016db:2026-05-09T10:03:55Z,devon,2026-05-09,G-AVGZ,DR10,GAVGZ,410.1,2021.9,125.0,0.0
408248:2026-05-09T09:30:10Z,devon,2026-05-09,G-GWVV,SR20,GGWVV,244.9,6019.8,0.0,0.0
408248:2026-05-09T09:30:10Z,devon,2026-05-09,G-GWVV,SR20,GGWVV,170.2,2294.0,100.0,0.0
408309:2026-05-16T09:13:38Z,devon,2026-05-16,G-SALW,DA42,SFY5LW,844.9,4952.2,75.0,0.0
a2ffb6:2026-05-16T07:37:53Z,devon,2026-05-16,N2923N,PA32,N2923N,153.7,5056.8,0.0,0.0
ab800f:2026-05-20T12:25:09Z,devon,2026-05-20,N840CD,SR20,N840CD,753.8,6219.4,0.0,0.0
40710f:2026-05-20T12:08:37Z,devon,2026-05-20,G-SAJM,DA42,SFY2JM,175.6,4176.7,50.0,0.0
407937:2026-05-20T09:02:11Z,devon,2026-05-20,G-LHXB,DA42,AFZ35Y,218.5,7153.4,125.0,0.0
407937:2026-05-20T09:02:11Z,devon,2026-05-20,G-LHXB,DA42,AFZ35Y,199.9,6396.1,100.0,0.0
407937:2026-05-20T09:02:11Z,devon,2026-05-20,G-LHXB,DA42,AFZ35Y,215.0,6119.3,50.0,0.0
4012da:2026-05-28T16:11:15Z,devon,2026-05-28,G-CEWM,DHC6,AUR101P,140.5,6243.7,0.0,0.0
402bab:2026-05-28T15:38:39Z,devon,2026-05-28,G-BORK,P28A,GBORK,566.3,2351.8,150.0,1.0
43f6c4:2026-05-28T14:13:42Z,devon,2026-05-28,2-JEFF,EA50,2JEFF,121.2,2805.4,25.0,0.0
4073d2:2026-05-28T11:22:07Z,devon,2026-05-28,G-IINK,SR22,GIINK,122.6,4747.0,100.0,0.0
402d2d:2026-05-28T11:08:33Z,devon,2026-05-28,G-LEOS,DR40,GLEOS,120.3,2587.3,0.0,0.0
40710f:2026-05-28T08:10:41Z,devon,2026-05-28,G-SAJM,DA42,SFY2JM,379.9,3413.4,125.0,0.0
402bab:2026-05-28T07:45:15Z,devon,2026-05-28,G-BORK,P28A,GBORK,159.0,2509.0,100.0,1.0
402bab:2026-05-28T07:45:15Z,devon,2026-05-28,G-BORK,P28A,GBORK,135.0,2739.1,100.0,1.0
402bab:2026-05-28T07:45:15Z,devon,2026-05-28,G-BORK,P28A,GBORK,151.8,2509.3,100.0,1.0
4077c5:2026-05-28T07:02:47Z,devon,2026-05-28,G-EEWA,BE33,GEEWA,794.8,7638.4,25.0,0.0
400978:2026-06-03T13:49:22Z,devon,2026-06-03,G-FPLD,BE20,CLB230,495.4,4915.9,0.0,0.0
402ae2:2026-06-07T13:56:08Z,devon,2026-06-07,G-OALD,TB20,GOALD,160.7,2145.2,125.0,0.53
402ae2:2026-06-07T13:56:08Z,devon,2026-06-07,G-OALD,TB20,GOALD,144.0,2287.1,150.0,0.0
4074b9:2026-06-07T08:53:51Z,devon,2026-06-07,G-SATM,DA42,SFY1TM,198.7,8133.7,150.0,0.0
4cae08:2026-06-07T08:00:45Z,devon,2026-06-07,EI-BUF,C210,EIBUF,228.6,10169.7,25.0,0.0
4073dd:2026-06-13T17:10:20Z,devon,2026-06-13,G-RKID,RV6,GRKID,600.5,2785.6,50.0,1.0
403396:2026-06-13T16:02:03Z,devon,2026-06-13,G-MCPR,PA32,GMCPR,176.0,2508.3,25.0,0.0
401218:2026-06-13T15:51:04Z,devon,2026-06-13,G-BXRT,DR40,GBXRT,159.8,3996.5,100.0,0.0
404560:2026-06-13T14:03:12Z,devon,2026-06-13,G-GNJW,C42,GGNJW,938.0,2377.7,150.0,0.0
400a75:2026-06-13T13:53:45Z,devon,2026-06-13,G-RAFK,BE20,REV1FK,869.0,10263.0,50.0,0.0
400a75:2026-06-13T13:53:45Z,devon,2026-06-13,G-RAFK,BE20,REV1FK,271.1,10253.1,100.0,0.0
400a75:2026-06-13T13:53:45Z,devon,2026-06-13,G-RAFK,BE20,REV1FK,275.3,10266.1,25.0,0.0
40747f:2026-06-13T13:50:32Z,devon,2026-06-13,G-FLYK,BE20,PYN04,228.2,21308.2,50.0,0.0
402314:2026-06-13T13:22:48Z,devon,2026-06-13,G-TACK,G109,GTACK,202.2,2690.9,100.0,0.0
402314:2026-06-13T13:22:48Z,devon,2026-06-13,G-TACK,G109,GTACK,142.8,2628.9,100.0,0.0
408332:2026-06-13T13:12:39Z,devon,2026-06-13,G-SAMB,DA42,SFY7MB,179.1,8263.0,25.0,0.0
408332:2026-06-13T13:12:39Z,devon,2026-06-13,G-SAMB,DA42,SFY7MB,289.4,3476.5,100.0,0.0
408096:2026-06-13T12:53:25Z,devon,2026-06-13,G-MSMK,AP32,GMSMK,171.2,5373.0,125.0,0.0
402314:2026-06-13T12:33:50Z,devon,2026-06-13,G-TACK,G109,GTACK,174.3,1464.0,100.0,0.0
404d7b:2026-06-13T12:03:02Z,devon,2026-06-13,G-IPKA,PNR3,GIPKA,358.0,3968.6,125.0,1.0
404ecc:2026-06-13T11:18:30Z,devon,2026-06-13,G-MRVL,RV7,GMRVL,168.7,2965.9,125.0,1.0
4074b9:2026-06-13T10:51:50Z,devon,2026-06-13,G-SATM,DA42,EXM91,146.8,8240.4,75.0,0.0
401128:2026-06-13T09:57:32Z,devon,2026-06-13,G-CBML,DHC6,IOS505F,181.9,5302.2,50.0,0.0
401128:2026-06-13T09:57:32Z,devon,2026-06-13,G-CBML,DHC6,IOS505F,290.0,5332.1,50.0,0.0
401a35:2026-06-13T09:44:24Z,devon,2026-06-13,G-BASJ,P28A,GBASJ,233.1,2722.5,100.0,1.0
401a35:2026-06-13T09:44:24Z,devon,2026-06-13,G-BASJ,P28A,GBASJ,280.9,2422.3,100.0,1.0
407937:2026-06-13T09:30:52Z,devon,2026-06-13,G-LHXB,DA42,EXM26,262.6,7306.3,125.0,0.0
407937:2026-06-13T09:30:52Z,devon,2026-06-13,G-LHXB,DA42,EXM26,329.0,5021.4,150.0,0.0
407937:2026-06-13T09:30:52Z,devon,2026-06-13,G-LHXB,DA42,EXM26,178.8,4021.5,100.0,0.0
404573:2026-06-13T09:12:26Z,devon,2026-06-13,G-OJRM,C182,GOJRM,1662.7,5890.3,125.0,0.04
401008:2026-06-13T08:53:24Z,devon,2026-06-13,G-BIZO,P28R,GBIZO,149.3,3986.9,0.0,0.0
aa3a7a:2026-06-13T08:29:41Z,devon,2026-06-13,N75822,C172,N75822,208.6,3366.2,100.0,0.65
aa3a7a:2026-06-13T08:29:41Z,devon,2026-06-13,N75822,C172,N75822,200.7,3285.4,125.0,0.0
404ff8:2026-06-13T08:05:30Z,devon,2026-06-13,G-INTS,RV4,GINTS,295.3,4127.9,100.0,1.0
404ff8:2026-06-13T08:05:30Z,devon,2026-06-13,G-INTS,RV4,GINTS,725.4,4056.7,150.0,1.0
407ed0:2026-06-13T07:04:34Z,devon,2026-06-13,G-ENDG,C42,GENDG,182.5,1587.4,75.0,0.33
407ed0:2026-06-13T07:04:34Z,devon,2026-06-13,G-ENDG,C42,GENDG,201.4,1734.7,150.0,0.0
407937:2026-06-17T14:35:06Z,devon,2026-06-17,G-LHXB,DA42,AFZ35Y,149.9,7119.4,75.0,0.0
407937:2026-06-17T14:35:06Z,devon,2026-06-17,G-LHXB,DA42,AFZ35Y,136.3,4521.0,100.0,0.0
407937:2026-06-17T14:35:06Z,devon,2026-06-17,G-LHXB,DA42,AFZ35Y,458.0,3510.1,125.0,0.0
407937:2026-06-17T14:35:06Z,devon,2026-06-17,G-LHXB,DA42,AFZ35Y,133.5,3956.4,150.0,0.0
407937:2026-06-17T14:35:06Z,devon,2026-06-17,G-LHXB,DA42,AFZ35Y,143.0,4012.5,75.0,0.0
407937:2026-06-17T11:50:41Z,devon,2026-06-17,G-LHXB,DA42,AFZ35Y,173.8,4974.3,25.0,0.0
407937:2026-06-17T11:50:41Z,devon,2026-06-17,G-LHXB,DA42,AFZ35Y,136.2,4986.8,50.0,0.0
407937:2026-06-17T11:50:41Z,devon,2026-06-17,G-LHXB,DA42,AFZ35Y,318.8,5021.6,100.0,0.0
407937:2026-06-17T11:50:41Z,devon,2026-06-17,G-LHXB,DA42,AFZ35Y,128.8,5011.7,150.0,0.0
407937:2026-06-17T11:50:41Z,devon,2026-06-17,G-LHXB,DA42,AFZ35Y,213.6,5120.2,50.0,0.0
407937:2026-06-17T11:50:41Z,devon,2026-06-17,G-LHXB,DA42,AFZ35Y,178.2,5086.8,0.0,0.0
43f6c4:2026-06-17T11:29:39Z,devon,2026-06-17,2-JEFF,EA50,2JEFF,364.4,3980.0,125.0,0.0
405d9a:2026-06-17T11:13:33Z,devon,2026-06-17,G-DOLI,SR20,GDOLI,464.4,6086.9,0.0,0.0
43ec6e:2026-06-17T09:55:44Z,devon,2026-06-17,2-EGJB,SR22,2EGJB,673.0,9884.8,0.0,0.0
43f6c4:2026-06-17T09:11:31Z,devon,2026-06-17,2-JEFF,EA50,2JEFF,216.5,4011.7,0.0,0.0
40685a:2026-06-20T17:39:15Z,devon,2026-06-20,G-CHPG,SR20,GCHPG,213.2,1134.8,100.0,0.0
407b7f:2026-06-20T14:47:29Z,devon,2026-06-20,G-CLYP,C42,GCLYP,147.1,2274.2,150.0,1.0
404eca:2026-06-20T13:43:43Z,devon,2026-06-20,G-RVJP,RV9,GRVJP,156.5,1977.4,150.0,1.0
404eca:2026-06-20T13:43:43Z,devon,2026-06-20,G-RVJP,RV9,GRVJP,122.7,2216.9,125.0,1.0
406192:2026-06-20T13:33:29Z,devon,2026-06-20,G-PHAT,SR20,GPHAT,305.8,5684.9,0.0,0.0
406192:2026-06-20T13:33:29Z,devon,2026-06-20,G-PHAT,SR20,GPHAT,254.2,5684.9,0.0,0.0
4b303c:2026-06-20T12:03:31Z,devon,2026-06-20,HB-SGY,DA40,HBSGY,210.0,1471.0,0.0,0.0
4025f2:2026-06-20T11:55:47Z,devon,2026-06-20,G-AIGD,J1,GAIGD,241.4,1945.0,0.0,1.0
4025f2:2026-06-20T11:55:47Z,devon,2026-06-20,G-AIGD,J1,GAIGD,183.1,1332.2,100.0,1.0
a0abdc:2026-06-20T11:07:26Z,devon,2026-06-20,N142TW,BE58,N142TW,370.1,7173.3,0.0,0.0
401128:2026-06-20T09:23:36Z,devon,2026-06-20,G-CBML,DHC6,IOS504E,122.8,3425.7,125.0,0.0
a0abdc:2026-06-20T09:17:42Z,devon,2026-06-20,N142TW,BE58,N142TW,238.2,3531.5,100.0,0.0
40685a:2026-06-25T18:53:08Z,devon,2026-06-25,G-CHPG,SR20,GCHPG,153.3,2964.5,100.0,0.0
4021d8:2026-06-25T16:23:45Z,devon,2026-06-25,G-GCKI,M20T,GGCKI,894.6,6157.9,50.0,0.07
ad5db7:2026-06-25T13:55:10Z,devon,2026-06-25,N960SA,TBM9,N960SA,216.9,23983.7,0.0,0.0
407ae5:2026-06-25T13:33:14Z,devon,2026-06-25,G-RVZZ,RV7,GRVZZ,142.4,1833.0,100.0,0.0
408309:2026-06-25T13:32:55Z,devon,2026-06-25,G-SALW,DA42,EXM91,424.0,3413.2,125.0,0.0
408309:2026-06-25T13:32:55Z,devon,2026-06-25,G-SALW,DA42,EXM91,135.6,3443.3,100.0,0.0
407990:2026-06-25T12:42:51Z,devon,2026-06-25,G-SADB,DA42,SFY3DB,199.4,2174.0,150.0,0.24
407990:2026-06-25T12:42:51Z,devon,2026-06-25,G-SADB,DA42,SFY3DB,327.8,5028.1,125.0,0.0
40800d:2026-06-25T10:02:04Z,devon,2026-06-25,G-HMGH,B350,SRD226B,243.1,23052.3,0.0,0.0
402d18:2026-06-25T09:33:26Z,devon,2026-06-25,G-AGMI,L8,GAGMI,527.8,3351.8,150.0,0.0
404328:2026-06-25T07:06:14Z,devon,2026-06-25,G-EGLS,P28A,GEGLS,760.0,6071.3,0.0,0.0
4021d8:2026-06-25T06:18:32Z,devon,2026-06-25,G-GCKI,M20T,GGCKI,397.2,4106.0,75.0,1.0
4021d8:2026-06-25T06:18:32Z,devon,2026-06-25,G-GCKI,M20T,GGCKI,366.3,3379.6,125.0,1.0
4051a2:2026-07-04T15:26:26Z,devon,2026-07-04,G-CEMI,EUPA,GCEMI,158.8,2855.3,50.0,0.22
4013e1:2026-07-04T13:56:53Z,devon,2026-07-04,G-AFZA,J4,GAFZA,239.2,1794.3,150.0,1.0
40326a:2026-07-04T13:22:57Z,devon,2026-07-04,G-BSTX,L8,GBSTX,150.8,2224.0,150.0,1.0
407aff:2026-07-04T12:28:17Z,devon,2026-07-04,G-RDAR,RV7,GRDAR,372.8,1842.8,150.0,1.0
4083a4:2026-07-04T12:00:31Z,devon,2026-07-04,G-RESS,C82S,GRESS,283.8,9488.7,25.0,0.0
40747f:2026-07-04T11:08:40Z,devon,2026-07-04,G-FLYK,BE20,PYN04,356.2,19417.6,25.0,0.0
4048a5:2026-07-04T09:12:19Z,devon,2026-07-04,G-DAAZ,P28U,GDAAZ,534.6,5992.5,150.0,0.72
407aee:2026-07-04T09:01:26Z,devon,2026-07-04,G-MACC,CC11,GMACC,202.3,1737.7,100.0,1.0
407d61:2026-07-08T16:55:59Z,devon,2026-07-08,G-HTSI,SLG4,GHTSI,175.6,4937.3,25.0,0.0
408253:2026-07-08T16:38:46Z,devon,2026-07-08,G-RGAM,DA40,GRGAM,458.2,3083.8,50.0,1.0
408253:2026-07-08T16:38:46Z,devon,2026-07-08,G-RGAM,DA40,GRGAM,278.3,3132.0,100.0,1.0
407990:2026-07-08T15:45:29Z,devon,2026-07-08,G-SADB,DA42,SFY3DB,235.5,3362.9,150.0,0.0
407990:2026-07-08T15:45:29Z,devon,2026-07-08,G-SADB,DA42,SFY3DB,144.7,2152.4,125.0,0.31
4021c2:2026-07-08T13:42:56Z,devon,2026-07-08,G-FARR,D150,GFARR,325.1,2306.7,100.0,1.0
407191:2026-07-08T13:31:25Z,devon,2026-07-08,G-DAYO,BE36,GDAYO,287.8,3633.4,150.0,0.0
a2060e:2026-07-08T13:16:01Z,devon,2026-07-08,N2299L,BE33,N2299L,455.6,5925.1,25.0,0.0
407937:2026-07-08T11:57:03Z,devon,2026-07-08,G-LHXB,DA42,AFZ35Y,132.5,7231.3,125.0,0.0
407937:2026-07-08T11:57:03Z,devon,2026-07-08,G-LHXB,DA42,AFZ35Y,168.5,4550.5,150.0,0.0
407937:2026-07-08T11:57:03Z,devon,2026-07-08,G-LHXB,DA42,AFZ35Y,174.4,3432.2,150.0,0.0
405066:2026-07-08T10:39:45Z,devon,2026-07-08,G-OYIO,DR40,GOYIO,169.6,2516.2,100.0,0.0
4071c2:2026-07-08T09:56:42Z,devon,2026-07-08,G-CJJW,ULAC,GCJJW,174.7,2094.8,150.0,0.0
400f21:2026-07-08T09:48:20Z,devon,2026-07-08,G-HDEW,P32R,GHDEW,763.1,3040.9,100.0,0.39
4038e3:2026-07-08T09:18:19Z,devon,2026-07-08,G-BVOS,EUPA,GBVOS,145.8,2645.0,50.0,1.0
407d61:2026-07-08T09:05:45Z,devon,2026-07-08,G-HTSI,SLG4,GHTSI,286.5,3994.2,25.0,0.0
404a0d:2026-07-08T08:45:23Z,devon,2026-07-08,G-YRUS,D140,GYRUS,273.4,3609.4,50.0,0.0
