flight_id,barrier,group,icao_type,registration,callsign,start_airport,start_elev,end_airport,end_elev,date,crest_clearance_ft,crest_lat,crest_lon,crest_terr_ft,terr_max_ft,alt20_msl_ft,max_msl_over_ft,counterfactual_ft,class,climb_start_km_before,chord_km,in_km,n_sub,sl_terr_max_ft,act_terr_dem_ft,ap_start_km,ap_end_km,d_pre_km,day_traffic
401dd0:2025-03-15T13:01:22Z,PENN,trap,P28A,G-BGPJ,GBGPJ,EGOW,37.0,EGOW,37.0,2025-03-15,802.1,53.6123,-2.0011,1460.5,1477.2,2730.5,2513.8,1253.3,pre-planned high,,28.4,28.6,3,1548.4,1548.4,60.3,59.6,63.3,54
401dd0:2025-03-15T13:01:22Z,PENN,trap,P28A,G-BGPJ,GBGPJ,EGOW,37.0,EGOW,37.0,2025-03-15,1573.2,53.6373,-1.9034,1199.7,1303.3,2314.9,3126.5,1011.6,pre-planned high,,31.4,34.8,3,1537.0,1537.0,60.3,59.6,114.8,54
404cdc:2025-03-15T09:08:20Z,PENN,trap,E200,G-TWOO,GTWOO,EGCB,73.0,EGNW,63.0,2025-03-15,453.0,53.599,-1.9913,1443.8,1443.8,1327.5,1908.9,-116.3,no climb,,26.4,26.9,1,1877.5,1689.4,16.2,88.9,25.9,54
407fd9:2025-03-13T09:25:04Z,PENN,trap,DA42,G-OTST,GOTST,EGNO,55.0,EGNE,91.0,2025-03-13,1526.8,53.6479,-2.0392,1448.0,1448.0,2982.8,3022.0,1534.8,pre-planned high,,29.7,30.3,1,1548.4,1548.4,47.9,50.1,83.5,37
403ebd:2025-03-16T18:23:38Z,PENN,trap,DR40,G-DUDZ,GDUDZ,EGNH,34.0,EGCJ,26.0,2025-03-16,1094.6,53.7488,-2.1223,1478.9,1478.9,3102.5,2666.1,1623.7,pre-planned high,,29.3,29.3,1,1537.0,1537.0,58.0,32.2,59.7,37
400f21:2025-04-02T14:16:51Z,PENN,control,P32R,G-HDEW,GHDEW,EGNM,681.0,EGHQ,390.0,2025-04-02,1547.4,53.4691,-1.7334,1728.3,1728.3,2984.5,4648.1,1256.2,pre-planned high,,28.8,28.8,3,1747.2,1747.2,2.7,376.9,33.8,34
4046c4:2025-04-01T13:54:14Z,PENN,trap,RV7,G-RVEM,GRVEM,EGSV,194.0,EGCB,73.0,2025-04-01,993.0,53.6244,-2.0745,836.5,1709.5,4446.9,2810.9,2737.4,pre-planned high,,31.3,35.4,1,1877.5,1877.5,207.4,16.1,219.2,42
4046c4:2025-04-01T09:00:56Z,PENN,trap,RV7,G-RVEM,GRVEM,EGCB,73.0,EGSV,194.0,2025-04-01,975.6,53.5856,-2.1484,631.1,1784.4,86.8,2822.1,-1697.6,proactive climb,21.1,32.0,35.7,1,2024.7,2024.7,15.8,204.5,21.1,42
aa3b8b:2025-03-31T11:03:34Z,PENN,trap,C182,N759AU,N759AU,EGCB,73.0,EGCB,73.0,2025-03-31,1230.1,53.7581,-2.1306,1560.5,1560.5,2222.6,2815.8,662.0,proactive climb,20.2,26.0,26.0,2,1603.5,1603.5,16.0,16.1,39.3,59
402e3a:2025-03-31T09:32:59Z,PENN,trap,C172,G-BPVA,GBPVA,EGCB,73.0,EGBN,138.0,2025-03-31,1042.4,53.4663,-1.8113,1922.5,1922.5,1446.8,3172.5,-475.7,proactive climb,13.8,38.0,41.3,1,2052.0,2024.7,16.0,59.2,25.8,59
4046ad:2025-04-05T09:50:54Z,PENN,trap,P28A,G-GURU,GGURU,EGCB,73.0,EGCJ,26.0,2025-04-05,975.3,53.6757,-2.0016,1341.0,1356.1,1699.6,3116.5,343.5,proactive climb,17.7,30.2,30.7,1,1478.2,1478.2,15.5,31.2,44.8,37
40732c:2025-04-06T15:04:09Z,PENN,trap,P32R,G-CPMW,GCPMW,EGNT,266.0,EGBO,283.0,2025-04-06,859.4,53.3848,-1.852,2035.8,2035.8,2885.3,3005.4,849.5,no climb,,71.5,75.8,3,2067.5,2067.5,120.2,85.0,127.8,63
407f84:2025-04-06T12:49:34Z,PENN,trap,C42,G-GHST,GGHST,EGBN,138.0,EGCB,73.0,2025-04-06,901.2,53.4683,-1.7429,1678.1,1678.1,2262.3,2963.8,584.2,no climb,,37.3,51.7,1,2052.0,1742.1,57.4,16.1,65.6,63
407f40:2025-04-06T12:40:10Z,PENN,trap,C42,G-KSMC,GKSMC,EGCJ,26.0,EGCB,73.0,2025-04-06,643.6,53.6239,-2.0038,1484.3,1484.3,1511.0,2431.8,26.6,proactive climb,19.4,29.0,29.2,2,1548.4,1548.4,31.6,15.7,39.6,63
407f40:2025-04-06T10:59:07Z,PENN,trap,C42,G-KSMC,GKSMC,EGCB,73.0,EGCJ,26.0,2025-04-06,717.7,53.6182,-1.971,1465.2,1480.6,11.2,2471.1,-1469.4,proactive climb,20.9,30.4,30.6,2,1548.4,1548.4,16.1,32.1,21.0,63
407f84:2025-04-06T10:26:48Z,PENN,trap,C42,G-GHST,GGHST,EGCB,73.0,EGBN,138.0,2025-04-06,1002.0,53.6232,-1.9976,1223.0,1307.5,790.4,2494.0,-517.1,no climb,,37.7,48.9,3,2024.7,1742.1,16.1,58.4,24.3,63
aa3b8b:2025-04-06T09:36:34Z,PENN,trap,C182,N759AU,N759AU,EGCB,73.0,EGCB,73.0,2025-04-06,1409.6,53.7448,-2.1187,1478.3,1478.3,2807.3,3086.2,1329.0,pre-planned high,,31.1,35.2,1,1556.7,1537.0,15.8,16.2,56.6,63
aa3b8b:2025-04-06T09:36:34Z,PENN,trap,C182,N759AU,N759AU,EGCB,73.0,EGCB,73.0,2025-04-06,1010.7,53.7443,-2.1033,1373.1,1440.1,2914.2,2551.7,1474.1,pre-planned high,,32.0,32.7,1,1537.0,1537.0,15.8,16.2,180.4,63
406bc9:2025-04-23T15:00:20Z,PENN,trap,RV6,G-CIFL,GCIFL,EGCJ,26.0,EGCB,73.0,2025-04-23,1098.9,53.6543,-1.893,1052.1,1345.2,1975.0,2875.0,629.8,reactive climb,-13.6,30.0,53.7,2,1548.4,1548.4,32.0,16.2,36.1,35
407b23:2025-04-23T14:25:41Z,PENN,trap,RV7,G-JSUE,GJSUE,EGNU,86.0,EGCB,73.0,2025-04-23,1298.6,53.6139,-2.0004,1466.8,1466.8,2287.9,2827.9,821.1,reactive climb,7.9,27.7,27.7,1,1548.4,1548.4,55.4,15.6,71.4,35
407b23:2025-04-23T13:20:51Z,PENN,trap,RV7,G-JSUE,GJSUE,EGCB,73.0,EGNU,86.0,2025-04-23,1243.7,53.6228,-2.0025,1584.4,1584.4,1588.4,2828.0,4.0,proactive climb,20.3,27.4,27.5,1,1548.4,1548.4,16.1,54.0,29.0,35
406bc9:2025-04-23T08:42:20Z,PENN,trap,RV6,G-CIFL,GCIFL,EGCB,73.0,EGCJ,26.0,2025-04-23,972.6,53.6252,-2.0285,1361.6,1361.6,626.4,2502.0,-735.2,proactive climb,20.7,30.7,30.8,1,1548.4,1548.4,15.9,31.4,21.5,35
400f21:2025-04-22T10:04:30Z,PENN,control,P32R,G-HDEW,GHDEW,EGNM,681.0,EGHQ,390.0,2025-04-22,1304.8,53.4671,-1.7275,1723.6,1723.6,2994.9,3649.0,1271.2,pre-planned high,,29.4,29.4,2,1747.2,1747.2,2.0,376.9,36.3,55
407f40:2025-04-25T13:24:12Z,PENN,trap,C42,G-KSMC,GKSMC,EGNE,91.0,EGCB,73.0,2025-04-25,686.7,53.5745,-1.9337,1328.1,1532.7,2058.6,2475.9,525.8,proactive climb,13.2,30.3,31.4,1,1877.5,1877.5,49.6,16.3,59.1,57
407b23:2025-04-25T11:06:06Z,PENN,trap,RV7,G-JSUE,GJSUE,EGSR,226.0,EGCB,73.0,2025-04-25,1642.4,53.6929,-2.1441,1470.5,1470.5,3073.1,3141.7,1602.6,pre-planned high,,34.0,40.8,1,1548.4,1537.0,225.2,15.7,246.2,57
424c7b:2025-04-24T14:29:19Z,PENN,trap,PA34,M-MANX,MMANX,EGCJ,26.0,EGNS,52.0,2025-04-24,1548.7,53.7446,-2.1194,1443.4,1443.4,3000.0,3013.4,1556.6,pre-planned high,,28.3,28.4,3,1537.0,1537.0,31.7,166.2,46.3,43
4076c0:2025-04-27T15:42:16Z,PENN,trap,RV7,G-RVBP,GRVBP,EGYD,218.0,EGCB,73.0,2025-04-27,1195.0,53.5845,-2.1469,666.5,1496.7,3339.7,3232.2,1843.0,pre-planned high,,28.5,29.6,1,1877.5,1877.5,86.0,15.6,100.4,72
404081:2025-04-27T14:30:31Z,PENN,trap,PA32,G-DIGI,GDIGI,EGCB,73.0,EGSL,286.0,2025-04-27,1045.9,53.5153,-1.8741,1721.6,1721.6,1649.1,2794.5,-72.5,proactive climb,12.2,35.6,35.9,1,2024.7,2024.7,16.0,215.9,33.1,72
401b9a:2025-04-27T11:40:06Z,PENN,trap,P28A,G-BCRL,GBCRL,EGNJ,121.0,EGCB,73.0,2025-04-27,1223.8,53.6022,-2.1317,473.7,1340.6,2962.5,3089.5,1621.9,pre-planned high,,29.0,31.4,1,1548.4,1548.4,89.0,16.0,91.1,72
4015a4:2025-05-14T09:26:01Z,PENN,trap,BDOG,G-ASAL,GASAL,EGPK,65.0,EGBK,429.0,2025-05-14,589.3,53.7482,-2.1232,1160.7,1617.2,2115.0,3615.6,497.8,reactive climb,-40.2,52.7,53.0,2,2024.7,2024.7,231.2,126.4,105.7,44
a054db:2025-05-13T14:02:32Z,PENN,trap,SR20,N120MX,N120MX,EGAD,9.0,EGNE,91.0,2025-05-13,1750.2,53.7143,-2.0284,1251.5,1474.3,3444.8,3401.0,1970.6,pre-planned high,,34.5,34.6,1,1537.0,1537.0,238.8,49.3,254.8,46
406833:2025-05-13T07:57:09Z,PENN,control,DR40,G-CHOE,GCHOE,EGNH,34.0,EGNM,681.0,2025-05-13,1109.4,53.8633,-1.7008,498.3,1463.5,2883.3,2954.3,1419.8,pre-planned high,,28.9,29.7,1,1603.5,1603.5,57.7,3.4,60.7,46
408218:2025-05-12T12:24:58Z,PENN,control,SIRA,G-VNEB,GVNEB,EGCV,275.0,EGNM,681.0,2025-05-12,1053.1,53.7667,-1.7058,712.2,1721.2,3509.8,3588.7,1788.6,pre-planned high,,51.6,52.2,1,2011.5,1946.0,67.7,1.9,126.5,43
400b17:2025-05-12T12:08:57Z,PENN,trap,P28A,G-ISHA,GISHA,EGCF,11.0,EGCB,73.0,2025-05-12,940.0,53.6146,-2.0156,1491.0,1491.0,2672.1,2909.6,1181.1,pre-planned high,,28.1,28.2,1,1548.4,1548.4,55.9,15.9,60.3,43
400b17:2025-05-12T09:49:15Z,PENN,trap,P28A,G-ISHA,GISHA,EGCB,73.0,EGCF,11.0,2025-05-12,1227.4,53.6053,-1.9956,1422.1,1422.1,198.9,2799.6,-1223.2,proactive climb,23.0,28.0,28.1,1,1548.4,1548.4,15.4,55.2,23.0,43
405666:2025-05-12T09:28:25Z,PENN,trap,C152,G-CEZM,GCEZM,EGCF,11.0,EGMA,124.0,2025-05-12,1123.7,53.7849,-1.9822,1427.6,1554.9,2435.7,3024.2,880.8,no climb,,33.2,33.3,2,1603.5,1603.5,56.1,181.3,60.5,43
407b23:2025-05-16T11:21:09Z,PENN,trap,RV7,G-JSUE,GJSUE,EGCJ,26.0,EGCB,73.0,2025-05-16,826.9,53.623,-2.0035,1560.8,1560.8,2037.8,2487.0,477.0,reactive climb,4.1,31.0,31.4,1,1548.4,1548.4,32.1,15.7,35.6,56
a8d6bc:2025-05-16T11:17:20Z,PENN,control,SR22,N669MA,N669MA,EGNH,34.0,EGNM,681.0,2025-05-16,1250.8,53.8358,-2.0731,1220.0,1220.0,3004.8,2706.9,1784.7,pre-planned high,,28.3,28.4,1,1603.5,1603.5,58.6,3.1,66.3,56
403ed4:2025-05-16T09:00:08Z,PENN,trap,C172,G-BXOI,GBXOI,EGCJ,26.0,EGCV,275.0,2025-05-16,1126.7,53.632,-2.0284,1351.5,1351.5,1946.4,2479.1,595.0,reactive climb,3.5,28.4,28.5,3,1548.4,1548.4,31.4,67.2,33.5,56
40803d:2025-05-16T08:11:02Z,PENN,trap,P06T,G-DITW,GDITW,EGOW,37.0,EGNX,306.0,2025-05-16,657.3,53.4668,-1.8001,1931.1,1931.1,2609.7,3502.4,678.6,reactive climb,-25.9,37.8,40.0,1,2024.7,2024.7,60.3,57.2,64.6,56
a19d5e:2025-05-15T14:58:01Z,PENN,control,SR20,N203CD,N203CD,EGNM,681.0,EGGP,80.0,2025-05-15,1586.6,53.6331,-2.0511,1383.0,1383.0,1787.4,3073.4,404.4,proactive climb,12.4,29.3,29.3,1,1548.4,1548.4,1.9,47.0,29.6,54
40299c:2025-05-15T10:22:23Z,PENN,trap,C172,G-BNTP,GBNTP,EGCB,73.0,EGCB,73.0,2025-05-15,821.9,53.5982,-1.991,1447.2,1447.2,1194.5,2593.0,-252.7,proactive climb,21.1,29.2,29.3,1,1548.4,1548.4,15.5,16.4,24.1,54
40299c:2025-05-15T10:22:23Z,PENN,trap,C172,G-BNTP,GBNTP,EGCB,73.0,EGCB,73.0,2025-05-15,988.5,53.592,-1.9512,1367.4,1449.7,2454.0,2577.9,1004.4,pre-planned high,,26.0,26.2,1,1604.1,1604.1,15.5,16.4,80.9,54
40804b:2025-05-15T09:02:08Z,PENN,control,S22T,G-GOMC,GGOMC,EGNH,34.0,EGNM,681.0,2025-05-15,2058.1,53.7452,-2.1199,1466.8,1466.8,3507.1,3529.1,2040.4,pre-planned high,,29.5,29.5,1,1537.0,1537.0,57.9,3.2,60.6,54
400978:2025-06-25T20:42:17Z,PENN,trap,BE20,G-FPLD,CLB314,EGNV,120.0,EGNV,120.0,2025-06-25,4978.8,53.4672,-1.8685,1875.0,1875.0,6855.4,6854.4,4980.4,pre-planned high,,72.7,76.3,1,1757.8,2067.5,64.2,65.6,415.2,56
400978:2025-06-25T20:42:17Z,PENN,trap,BE20,G-FPLD,CLB314,EGNV,120.0,EGNV,120.0,2025-06-25,4953.3,53.4668,-1.8666,1888.3,1888.3,6444.0,6842.1,4555.7,pre-planned high,,72.7,76.0,1,1757.8,2067.5,64.2,65.6,774.5,56
400f21:2025-06-23T08:24:13Z,PENN,control,P32R,G-HDEW,GHDEW,EGHQ,390.0,EGNM,681.0,2025-06-23,789.0,53.3853,-1.8041,1890.6,1890.6,3296.7,2755.7,1406.1,pre-planned high,,28.9,29.0,1,2052.0,2052.0,376.9,3.3,386.8,49
a76256:2025-06-28T09:03:22Z,PENN,control,S22T,N575PW,N575PW,EGNH,34.0,EGNM,681.0,2025-06-28,1921.4,53.8204,-2.0982,1572.6,1572.6,2997.4,3494.3,1424.8,pre-planned high,,30.9,30.9,1,1603.5,1603.5,58.6,3.1,61.2,45
400f21:2025-07-16T11:31:33Z,PENN,control,P32R,G-HDEW,GHDEW,EGTE,102.0,EGNM,681.0,2025-07-16,1318.8,53.4697,-1.7445,1678.7,1678.7,3089.0,3014.9,1410.3,pre-planned high,,32.0,32.1,1,2011.5,2011.5,299.6,3.3,327.5,61
402ae2:2025-07-14T16:27:11Z,PENN,control,TB20,G-OALD,GOALD,EGKB,598.0,EGPJ,399.0,2025-07-14,693.3,53.5407,-1.8738,1836.3,1836.3,2456.3,2626.1,620.0,no climb,,67.1,70.2,4,1876.1,1988.0,250.8,257.0,296.8,55
3d0aac:2025-07-14T13:45:18Z,PENN,trap,SR20,D-ECHG,DECHG,EGBG,469.0,EGPG,350.0,2025-07-14,1388.3,53.8574,-2.0314,1414.2,1414.2,2409.9,2896.3,995.7,reactive climb,3.8,52.4,52.4,1,1476.1,1476.1,88.8,252.7,115.7,55
408009:2025-07-14T10:36:44Z,PENN,trap,DA40,G-DPAE,GDPAE,EGNH,34.0,EGNE,91.0,2025-07-14,1612.8,53.7508,-2.1235,1477.2,1477.2,2960.9,3090.0,1483.7,pre-planned high,,32.2,32.3,1,1537.0,1537.0,57.8,48.2,68.0,55
408009:2025-07-18T15:30:02Z,PENN,trap,DA40,G-DPAE,GDPAE,EGNE,91.0,EGNH,34.0,2025-07-18,1491.7,53.7474,-2.1204,1498.8,1498.8,2986.3,2998.0,1487.4,pre-planned high,,35.3,35.4,1,1537.0,1537.0,49.7,56.7,62.1,81
401f22:2025-07-18T12:07:55Z,PENN,trap,C172,G-BIOB,GBIOB,EGCJ,26.0,EGBJ,101.0,2025-07-18,608.7,53.5747,-1.8855,1557.4,1557.4,1767.2,2184.8,209.8,reactive climb,4.2,29.1,29.1,1,1877.5,1877.5,31.8,156.5,282.9,81
402927:2025-08-06T15:38:47Z,PENN,trap,P28A,G-BNOJ,GBNOJ,EGNJ,121.0,EGNH,34.0,2025-08-06,1260.8,53.6908,-2.1449,1472.9,1472.9,2941.2,2839.5,1468.3,pre-planned high,,30.9,31.1,1,1548.4,1548.4,88.9,56.8,91.5,57
400ced:2025-08-06T13:43:01Z,PENN,trap,L8,G-BTJA,GBTJA,EGCL,8.0,EGCB,73.0,2025-08-06,1155.5,53.5785,-1.8837,1311.2,1311.2,2518.3,2625.0,1207.2,pre-planned high,,32.6,33.5,2,1877.5,1877.5,128.2,15.5,103.3,57
406e58:2025-08-06T13:14:51Z,PENN,trap,C150,G-CIRW,GCIRW,EGNH,34.0,EGNH,34.0,2025-08-06,1320.1,53.5998,-1.9924,1453.4,1453.4,2773.8,2845.2,1320.4,pre-planned high,,26.8,26.8,1,1604.1,1548.4,58.5,57.1,73.9,57
402927:2025-08-06T12:54:16Z,PENN,trap,P28A,G-BNOJ,GBNOJ,EGNH,34.0,EGNJ,121.0,2025-08-06,1231.7,53.6776,-2.0011,1300.4,1300.4,2682.1,2707.7,1381.7,pre-planned high,,32.5,33.0,1,1537.0,1537.0,58.4,90.0,66.3,57
400cc3:2025-08-06T12:31:50Z,PENN,trap,PA24,G-AZWY,GAZWY,EGNF,250.0,EGPK,65.0,2025-08-06,1260.6,53.9212,-2.0849,1239.6,1239.6,2482.5,2504.8,1242.9,pre-planned high,,40.1,40.1,7,1428.9,1447.9,32.6,231.3,55.3,57
407b23:2025-08-06T09:59:23Z,PENN,trap,RV7,G-JSUE,GJSUE,EGCB,73.0,EGCF,11.0,2025-08-06,1204.8,53.644,-2.0423,1517.4,1517.4,1467.6,2749.1,-49.8,proactive climb,21.0,29.5,29.5,1,1548.4,1548.4,16.3,56.0,28.4,57
4045ed:2025-08-09T06:40:20Z,PENN,trap,P28A,G-WLGC,GWLGC,EGCF,11.0,EGNH,34.0,2025-08-09,904.4,53.7525,-2.1239,1460.2,1460.2,2337.8,2784.8,877.6,reactive climb,8.7,32.8,34.5,2,1537.0,1537.0,53.7,54.2,55.8,44
40798d:2025-08-08T10:55:47Z,PENN,trap,C152,G-CLNC,GCLNC,EGSF,26.0,EGSF,26.0,2025-08-08,583.7,53.4668,-1.799,1920.6,1920.6,2995.5,2665.5,1074.9,pre-planned high,,35.4,39.6,1,2024.7,2024.7,134.7,135.7,146.8,63
406ead:2025-08-10T17:16:59Z,PENN,trap,RV7,G-RVTB,GRVTB,EGNH,34.0,EGNF,250.0,2025-08-10,1463.3,53.6436,-2.0414,1523.6,1523.6,2962.2,2990.4,1438.6,pre-planned high,,30.8,31.5,1,1548.4,1548.4,58.1,34.6,63.9,69
406ead:2025-08-10T08:48:10Z,PENN,trap,RV7,G-RVTB,GRVTB,EGNF,250.0,EGNH,34.0,2025-08-10,708.8,53.6623,-2.0531,1301.1,1311.6,2985.3,2863.3,1673.7,pre-planned high,,30.5,31.0,1,1548.4,1548.4,34.9,56.7,47.2,69
407fd9:2025-08-27T11:48:52Z,PENN,trap,DA42,G-OTST,GOTST,EGNE,91.0,EGNO,55.0,2025-08-27,972.2,53.6432,-2.042,1516.9,1516.9,2484.7,2489.1,967.8,no climb,,30.0,30.5,1,1548.4,1548.4,49.8,46.9,60.6,45
40804b:2025-08-26T14:14:22Z,PENN,control,S22T,G-GOMC,GGOMC,EGNH,34.0,EGNM,681.0,2025-08-26,2028.5,53.7498,-2.123,1460.5,1460.5,3487.5,3506.0,2027.1,pre-planned high,,29.3,29.3,1,1537.0,1537.0,58.7,3.0,88.6,51
a19d5e:2025-08-26T08:29:31Z,PENN,control,SR20,N203CD,N203CD,EGGP,80.0,EGNM,681.0,2025-08-26,1768.3,53.745,-2.1014,1383.5,1402.5,2954.0,3644.6,1551.5,pre-planned high,,29.1,30.4,1,1603.5,1537.0,46.9,1.7,75.6,51
404742:2025-08-25T16:13:45Z,PENN,trap,EUPA,G-GOLX,GGOLX,EGCB,73.0,EGBJ,101.0,2025-08-25,758.8,53.4809,-1.7639,1685.2,1721.9,1337.0,3195.6,-384.9,reactive climb,1.1,40.7,51.6,4,2067.5,1877.5,16.1,155.5,25.6,72
402a10:2025-08-25T15:15:45Z,PENN,trap,P28A,G-BNZZ,GBNZZ,EGCJ,26.0,EGCJ,26.0,2025-08-25,1297.6,53.7492,-2.1183,1577.4,1621.0,3125.0,3048.2,1504.0,pre-planned high,,33.0,35.7,6,1537.0,1537.0,32.1,32.2,120.5,72
aa3b8b:2025-08-25T14:56:45Z,PENN,trap,C182,N759AU,N759AU,EGSC,47.0,EGCB,73.0,2025-08-25,805.5,53.465,-1.8026,1916.0,1916.0,3222.2,2913.2,1306.2,pre-planned high,,34.1,34.9,1,2024.7,2024.7,176.7,15.8,191.0,72
40172f:2025-08-25T11:51:52Z,PENN,trap,P28A,G-AVSI,GAVSI,EGCK,1.0,EGNE,91.0,2025-08-25,607.3,53.4608,-1.8566,2117.7,2117.7,2955.0,2975.0,837.3,no climb,,56.4,59.4,6,1988.0,2067.5,147.8,50.4,46.4,72
4043ba:2025-08-25T11:24:52Z,PENN,trap,EUPA,G-MEGG,GMEGG,EGCJ,26.0,EGCJ,26.0,2025-08-25,652.4,53.7779,-1.8771,1257.4,1260.3,1997.2,2194.3,736.9,no climb,,28.4,41.4,3,1296.2,1447.9,32.0,32.1,64.7,72
4018aa:2025-08-25T10:48:02Z,PENN,trap,C150,G-AYGC,GAYGC,EGCB,73.0,EGCJ,26.0,2025-08-25,999.0,53.6514,-2.0031,1396.9,1396.9,1611.4,2619.5,214.6,reactive climb,3.6,29.1,31.7,2,1548.4,1548.4,17.9,33.2,33.6,72
4046ad:2025-08-25T10:37:48Z,PENN,control,P28A,G-GURU,GGURU,EGCJ,26.0,EGCB,73.0,2025-08-25,730.0,53.6004,-2.0716,991.2,1475.5,2063.0,2724.6,587.5,reactive climb,9.1,29.8,31.8,1,1548.4,1548.4,31.5,14.5,35.6,72
4046ad:2025-08-25T09:08:10Z,PENN,trap,P28A,G-GURU,GGURU,EGCB,73.0,EGCJ,26.0,2025-08-25,1234.0,53.6295,-2.0283,1289.7,1289.7,1506.9,2578.8,217.2,reactive climb,5.3,28.1,28.1,1,1548.4,1548.4,16.5,32.3,30.3,72
aa3b8b:2025-08-25T09:06:58Z,PENN,trap,C182,N759AU,N759AU,EGCB,73.0,EGSC,47.0,2025-08-25,701.4,53.5357,-1.9148,1685.8,1975.9,1454.9,3564.3,-521.0,reactive climb,5.4,34.8,36.9,1,2024.7,2024.7,16.3,176.8,27.6,72
408009:2025-08-30T11:01:20Z,PENN,trap,DA40,G-DPAE,GDPAE,EGNH,34.0,EGNE,91.0,2025-08-30,1506.4,53.7462,-2.1193,1498.4,1498.4,2998.5,3014.3,1500.1,pre-planned high,,34.7,34.8,1,1537.0,1537.0,58.2,50.4,67.7,54
402f38:2025-08-30T09:42:45Z,PENN,trap,TB20,G-PEKT,GPEKT,EGCJ,26.0,EGCB,73.0,2025-08-30,1317.4,53.6165,-2.001,1518.4,1518.4,2365.5,2863.0,847.2,proactive climb,11.3,27.0,27.2,1,1548.4,1548.4,31.4,15.2,35.2,54
40328d:2025-08-29T15:45:51Z,PENN,trap,P28R,G-HALC,GHALC,EGBG,469.0,EGCB,73.0,2025-08-29,641.6,53.5169,-1.9338,2158.4,2262.9,2100.0,3243.5,-162.9,proactive climb,21.2,34.5,44.8,2,1629.1,2067.5,86.5,15.3,59.1,57
acf23d:2025-08-31T11:16:23Z,PENN,control,C68A,N933QS,N933QS,EGCC,257.0,EGNM,681.0,2025-08-31,3509.3,53.9375,-1.9728,796.2,1400.1,6746.8,7621.2,5346.6,pre-planned high,,48.7,54.5,1,1478.2,1681.8,7.7,1.9,40.7,50
4cac97:2025-08-31T10:13:15Z,PENN,trap,DA62,EI-TCN,VOR09,EGKA,7.0,EGPK,65.0,2025-08-31,926.2,53.4668,-1.8129,1881.0,1881.1,2412.1,2855.4,531.0,proactive climb,16.2,57.6,58.1,1,2052.0,2024.7,292.5,231.2,302.7,50
aa3b8b:2025-09-19T13:58:35Z,PENN,trap,C182,N759AU,N759AU,EGCJ,26.0,EGCB,73.0,2025-09-19,916.3,53.6278,-2.0332,1277.7,1277.7,1902.9,2266.8,625.2,no climb,,28.6,28.9,1,1548.4,1548.4,31.6,15.5,34.5,59
401f22:2025-09-19T09:06:15Z,PENN,trap,C172,G-BIOB,GBIOB,EGTF,80.0,EGBM,439.0,2025-09-19,845.8,53.596,-1.9863,1449.1,1449.1,1786.5,2319.9,337.4,reactive climb,1.5,37.9,37.9,1,1548.4,1548.4,231.5,53.9,503.5,59
aa3b8b:2025-09-19T08:37:55Z,PENN,trap,C182,N759AU,N759AU,EGCB,73.0,EGNG,161.0,2025-09-19,402.9,53.6158,-2.0156,1506.4,1523.0,1512.7,2108.0,-10.2,reactive climb,1.5,29.7,30.2,1,1548.4,1548.4,15.9,40.7,27.4,59
40299c:2025-09-21T12:47:35Z,PENN,control,C172,G-BNTP,GBNTP,EGCB,73.0,EGCB,73.0,2025-09-21,1250.0,53.5806,-1.8843,1436.6,1436.6,1671.0,2852.0,234.4,proactive climb,10.1,29.2,30.1,1,1689.4,1689.4,17.0,14.2,36.6,56
40299c:2025-09-21T12:47:35Z,PENN,control,C172,G-BNTP,GBNTP,EGCB,73.0,EGCB,73.0,2025-09-21,1308.7,53.6017,-1.9897,1463.4,1463.4,2810.4,2909.1,1347.0,pre-planned high,,29.0,29.7,1,1548.4,1548.4,17.0,14.2,230.1,56
401f22:2025-10-08T09:56:05Z,PENN,trap,C172,G-BIOB,GBIOB,EGTF,80.0,EGBO,283.0,2025-10-08,1278.2,53.6367,-2.0413,1424.2,1424.2,1568.2,2843.4,144.0,proactive climb,17.0,30.9,31.0,1,1548.4,1548.4,231.5,88.8,357.1,49
407f88:2025-10-07T16:07:18Z,PENN,control,SR20,G-GXVV,GGXVV,EGBM,439.0,EGNM,681.0,2025-10-07,1080.3,53.4574,-1.7144,1753.0,1753.0,2176.8,3429.5,423.7,reactive climb,7.8,31.6,31.6,1,1742.1,1742.1,54.2,3.1,56.2,41
402a10:2025-10-07T13:55:06Z,PENN,trap,P28A,G-BNZZ,GBNZZ,EGNH,34.0,EGCJ,26.0,2025-10-07,803.8,53.7876,-2.1248,1517.2,1517.2,1828.5,2470.5,311.3,no climb,,29.8,30.5,3,1603.5,1603.5,57.7,32.2,73.4,41
407e0b:2025-10-06T10:59:25Z,PENN,control,SR22,G-KMTE,GKMTE,EGNH,34.0,EGNM,681.0,2025-10-06,610.0,53.8587,-2.0317,1394.0,1394.0,2684.6,2027.4,1290.6,pre-planned high,,28.9,30.3,1,1603.5,1476.1,58.6,3.1,64.4,53
407fd9:2025-10-09T12:20:42Z,PENN,trap,DA42,G-OTST,GOTST,EGXC,25.0,EGNO,55.0,2025-10-09,1950.4,53.6749,-2.0024,1367.7,1367.7,3337.3,3343.9,1969.6,pre-planned high,,33.4,33.5,1,1463.9,1463.9,105.2,47.1,118.9,48
407fd9:2025-10-09T08:26:05Z,PENN,trap,DA42,G-OTST,GOTST,EGNO,55.0,EGXC,25.0,2025-10-09,1805.8,53.6437,-2.0422,1527.1,1527.1,3319.2,3333.2,1792.1,pre-planned high,,29.7,29.9,1,1548.4,1548.4,47.8,105.9,53.5,48
